id,userid,t,component,action,target,objectid,objecttable,courseid,relateduserid,extra_info,crud,assignment_id
166107106,15844,1574166717,core,viewed,course,,,2060,,N;,r,
166272452,16469,1574206376,core,viewed,course,,,2060,,N;,r,
165601911,16614,1573844495,core,viewed,course,,,2060,,N;,r,
164898751,16667,1573597468,core,viewed,course,,,2060,,N;,r,
166199711,17188,1574190354,core,viewed,course,,,2060,,N;,r,
164870819,25019,1573590810,core,viewed,course,,,2060,,N;,r,
165047821,25076,1573649534,core,viewed,course,,,2060,,N;,r,
164880815,25097,1573593710,core,viewed,course,,,2060,,N;,r,
165706546,25336,1573926140,core,viewed,course,,,2060,,N;,r,
165048629,25759,1573649739,core,viewed,course,,,2060,,N;,r,
165052358,26093,1573650879,core,viewed,course,,,2060,,N;,r,
167190519,26184,1574680865,core,viewed,course,,,2060,,N;,r,
165258319,26228,1573694664,core,viewed,course,,,2060,,N;,r,
164893619,26402,1573596563,core,viewed,course,,,2060,,N;,r,
164969074,26693,1573607804,core,viewed,course,,,2060,,N;,r,
165027938,27009,1573643422,core,viewed,course,,,2060,,N;,r,
165937428,27248,1574102979,core,viewed,course,,,2060,,N;,r,
165582127,27404,1573830722,core,viewed,course,,,2060,,N;,r,
164952521,27500,1573605002,core,viewed,course,,,2060,,N;,r,
164967734,27979,1573607545,core,viewed,course,,,2060,,N;,r,
165045679,27991,1573649003,core,viewed,course,,,2060,,N;,r,
165106495,28172,1573665215,core,viewed,course,,,2060,,N;,r,
164959795,28181,1573606148,core,viewed,course,,,2060,,N;,r,
165850179,28231,1574078432,core,viewed,course,,,2060,,N;,r,
164866122,28412,1573589509,core,viewed,course,,,2060,,N;,r,
165073792,28480,1573655965,core,viewed,course,,,2060,,N;,r,
165047155,28522,1573649357,core,viewed,course,,,2060,,N;,r,
165787612,28985,1574019148,core,viewed,course,,,2060,,N;,r,
164920225,29181,1573600967,core,viewed,course,,,2060,,N;,r,
165126387,29468,1573670408,core,viewed,course,,,2060,,N;,r,
167254560,29532,1574704595,core,viewed,course,,,2060,,N;,r,
164934149,29621,1573602948,core,viewed,course,,,2060,,N;,r,
164865242,29651,1573589227,core,viewed,course,,,2060,,N;,r,
164969737,29688,1573607935,core,viewed,course,,,2060,,N;,r,
165149091,29918,1573674550,core,viewed,course,,,2060,,N;,r,
164935876,30165,1573603206,core,viewed,course,,,2060,,N;,r,
165096014,30224,1573662457,core,viewed,course,,,2060,,N;,r,
165444208,30552,1573766708,core,viewed,course,,,2060,,N;,r,
164902458,30708,1573598093,core,viewed,course,,,2060,,N;,r,
164851672,30847,1573585580,core,viewed,course,,,2060,,N;,r,
164939461,30855,1573603772,core,viewed,course,,,2060,,N;,r,
165121121,30964,1573668958,core,viewed,course,,,2060,,N;,r,
165324576,31006,1573733007,core,viewed,course,,,2060,,N;,r,
165940684,31467,1574103873,core,viewed,course,,,2060,,N;,r,
165466706,31565,1573770435,core,viewed,course,,,2060,,N;,r,
167478725,32412,1574790948,core,viewed,course,,,2060,,N;,r,
165755646,32418,1573990263,core,viewed,course,,,2060,,N;,r,
166110071,32879,1574167683,core,viewed,course,,,2060,,N;,r,
166099594,33002,1574164396,core,viewed,course,,,2060,,N;,r,
165006676,33125,1573616985,core,viewed,course,,,2060,,N;,r,
164924683,33270,1573601604,core,viewed,course,,,2060,,N;,r,
164870736,33292,1573590780,core,viewed,course,,,2060,,N;,r,
165855080,33481,1574079915,core,viewed,course,,,2060,,N;,r,
164944230,33512,1573604505,core,viewed,course,,,2060,,N;,r,
165055474,33574,1573651765,core,viewed,course,,,2060,,N;,r,
165824268,33898,1574044073,core,viewed,course,,,2060,,N;,r,
165370437,33987,1573747908,core,viewed,course,,,2060,,N;,r,
166276522,34167,1574207083,core,viewed,course,,,2060,,N;,r,
164873007,34497,1573591397,core,viewed,course,,,2060,,N;,r,
166282205,34752,1574208062,core,viewed,course,,,2060,,N;,r,
165855163,35028,1574079937,core,viewed,course,,,2060,,N;,r,
165043385,35079,1573648395,core,viewed,course,,,2060,,N;,r,
165839236,35091,1574073678,core,viewed,course,,,2060,,N;,r,
164899652,35363,1573597631,core,viewed,course,,,2060,,N;,r,
164943646,35419,1573604415,mod_quiz,viewed,course_module,12841.0,quiz,2060,,N;,r,12841.0
167920575,35706,1574942828,core,viewed,course,,,2060,,N;,r,
165374420,35870,1573749441,core,viewed,course,,,2060,,N;,r,
165800932,36112,1574028488,core,viewed,course,,,2060,,N;,r,
164979587,36166,1573609985,core,viewed,course,,,2060,,N;,r,
165971305,36261,1574113038,core,viewed,course,,,2060,,N;,r,
166195603,36452,1574189337,core,viewed,course,,,2060,,N;,r,
164928621,37755,1573602172,core,viewed,course,,,2060,,N;,r,
166265183,37836,1574205234,core,viewed,course,,,2060,,N;,r,
165789671,38022,1574020522,core,viewed,course,,,2060,,N;,r,
166884344,38295,1574441333,core,viewed,course,,,2060,,N;,r,
164953153,38645,1573605093,core,viewed,course,,,2060,,N;,r,
164995255,39299,1573613411,core,viewed,course,,,2060,,N;,r,
166118783,41243,1574169918,mod_quiz,viewed,course_module,12841.0,quiz,2060,,N;,r,12841.0
164898856,41458,1573597494,core,viewed,course,,,2060,,N;,r,
166103889,41926,1574165738,core,viewed,course,,,2060,,N;,r,
167410293,42253,1574770242,core,viewed,course,,,2060,,N;,r,
165002790,42289,1573614677,core,viewed,course,,,2060,,N;,r,
164852745,42604,1573585875,core,viewed,course,,,2060,,N;,r,
165062657,42806,1573653687,core,viewed,course,,,2060,,N;,r,
166328151,42809,1574216658,core,viewed,course,,,2060,,N;,r,
164921026,42978,1573601079,core,viewed,course,,,2060,,N;,r,
165033539,43444,1573645309,core,viewed,course,,,2060,,N;,r,
165533802,43643,1573785489,core,viewed,course,,,2060,,N;,r,
166204505,43647,1574191479,core,viewed,course,,,2060,,N;,r,
164985959,43860,1573611284,core,viewed,course,,,2060,,N;,r,
165475384,43866,1573771227,core,viewed,course,,,2060,,N;,r,
165919951,44064,1574098479,core,viewed,course,,,2060,,N;,r,
164933184,44090,1573602801,core,viewed,course,,,2060,,N;,r,
164934858,44122,1573603046,core,viewed,course,,,2060,,N;,r,
166007445,44392,1574119171,core,viewed,course,,,2060,,N;,r,
164864324,44547,1573588975,core,viewed,course,,,2060,,N;,r,
166167700,44658,1574183274,core,viewed,course,,,2060,,N;,r,
165704139,44726,1573923682,core,viewed,course,,,2060,,N;,r,
166305752,44765,1574211499,core,viewed,course,,,2060,,N;,r,
166086537,45085,1574159089,core,viewed,course,,,2060,,N;,r,
164940803,45093,1573603970,mod_forum,viewed,course_module,26777.0,forum,2060,,N;,r,
164890565,45138,1573595999,core,viewed,course,,,2060,,N;,r,
165624536,45377,1573856395,core,viewed,course,,,2060,,N;,r,
165045644,45397,1573648993,core,viewed,course,,,2060,,N;,r,
165737725,45432,1573953130,mod_resource,viewed,course_module,5846.0,resource,2060,,N;,r,
165314749,45449,1573729371,core,viewed,course,,,2060,,N;,r,
164881164,45542,1573593807,core,viewed,course,,,2060,,N;,r,
165594729,45619,1573839355,core,viewed,course,,,2060,,N;,r,
165500702,45706,1573776897,core,viewed,course,,,2060,,N;,r,
166054183,45755,1574128759,core,viewed,course,,,2060,,N;,r,
166025424,45822,1574122337,core,viewed,course,,,2060,,N;,r,
165500519,45945,1573776856,core,viewed,course,,,2060,,N;,r,
164871373,45963,1573590937,core,viewed,course,,,2060,,N;,r,
166271687,45969,1574206248,core,viewed,course,,,2060,,N;,r,
165616676,46118,1573852496,core,viewed,course,,,2060,,N;,r,
165095210,46288,1573662285,core,viewed,course,,,2060,,N;,r,
166315423,46472,1574213529,core,viewed,course,,,2060,,N;,r,
165582107,46548,1573830708,core,viewed,course,,,2060,,N;,r,
165912671,46577,1574096743,core,viewed,course,,,2060,,N;,r,
165321613,46604,1573732065,core,viewed,course,,,2060,,N;,r,
164999890,46777,1573614356,core,viewed,course,,,2060,,N;,r,
166325824,46880,1574216045,core,viewed,course,,,2060,,N;,r,
166125304,47021,1574171617,core,viewed,course,,,2060,,N;,r,
165982238,47289,1574115367,core,viewed,course,,,2060,,N;,r,
166269915,47300,1574205957,core,viewed,course,,,2060,,N;,r,
165865709,47442,1574082863,core,viewed,course,,,2060,,N;,r,
165721711,47447,1573940338,core,viewed,course,,,2060,,N;,r,
165813879,47455,1574036599,core,viewed,course,,,2060,,N;,r,
165317092,47473,1573730268,core,viewed,course,,,2060,,N;,r,
165378134,47493,1573750613,core,viewed,course,,,2060,,N;,r,
167475529,47663,1574790062,core,viewed,course,,,2060,,N;,r,
165077246,47732,1573656956,core,viewed,course,,,2060,,N;,r,
165058660,48049,1573652566,core,viewed,course,,,2060,,N;,r,
164957227,48169,1573605730,core,viewed,course,,,2060,,N;,r,
164867657,48207,1573589907,core,viewed,course,,,2060,,N;,r,
164942446,48281,1573604219,core,viewed,course,,,2060,,N;,r,
165747152,48297,1573965384,core,viewed,course,,,2060,,N;,r,
166243871,48424,1574201921,core,viewed,course,,,2060,,N;,r,
165094477,48496,1573662055,core,viewed,course,,,2060,,N;,r,
165696645,48498,1573916435,core,viewed,course,,,2060,,N;,r,
167052091,48914,1574555803,core,viewed,course,,,2060,,N;,r,
164992714,49079,1573612796,core,viewed,course,,,2060,,N;,r,
165432890,49276,1573763370,core,viewed,course,,,2060,,N;,r,
165924575,49333,1574099714,core,viewed,course,,,2060,,N;,r,
165026475,49360,1573642723,core,viewed,course,,,2060,,N;,r,
165486230,49389,1573773674,core,viewed,course,,,2060,,N;,r,
165345767,49414,1573739747,core,viewed,course,,,2060,,N;,r,
165019804,49441,1573640358,core,viewed,course,,,2060,,N;,r,
165113151,49680,1573666820,core,viewed,course,,,2060,,N;,r,
165060589,49713,1573653111,core,viewed,course,,,2060,,N;,r,
164987085,49726,1573611491,core,viewed,course,,,2060,,N;,r,
166232211,49863,1574199337,core,viewed,course,,,2060,,N;,r,
166199978,49897,1574190411,core,viewed,course,,,2060,,N;,r,
164880465,49937,1573593617,core,viewed,course,,,2060,,N;,r,
165070635,49938,1573655133,core,viewed,course,,,2060,,N;,r,
165883146,50145,1574087626,core,viewed,course,,,2060,,N;,r,
165716477,50155,1573935248,core,viewed,course,,,2060,,N;,r,
167522415,50174,1574803960,core,viewed,course,,,2060,,N;,r,
165562332,50191,1573817270,core,viewed,course,,,2060,,N;,r,
165600527,50402,1573843454,core,viewed,course,,,2060,,N;,r,
165020144,50421,1573640620,core,viewed,course,,,2060,,N;,r,
165601261,50490,1573844064,core,viewed,course,,,2060,,N;,r,
165688992,50494,1573910424,core,viewed,course,,,2060,,N;,r,
164915355,50656,1573600208,core,viewed,course,,,2060,,N;,r,
168680396,50664,1575414089,core,viewed,course,,,2060,,N;,r,
165147816,50705,1573674480,core,viewed,course,,,2060,,N;,r,
165649171,50864,1573867441,core,viewed,course,,,2060,,N;,r,
165635959,50913,1573862006,core,viewed,course,,,2060,,N;,r,
165197539,51013,1573684894,core,viewed,course,,,2060,,N;,r,
166302884,51104,1574210904,core,viewed,course,,,2060,,N;,r,
165290653,51115,1573700882,core,viewed,course,,,2060,,N;,r,
166219658,51331,1574195903,core,viewed,course,,,2060,,N;,r,
164980814,51332,1573610272,core,viewed,course,,,2060,,N;,r,
166896656,51410,1574445955,core,viewed,course,,,2060,,N;,r,
166222492,53041,1574196754,core,viewed,course,,,2060,,N;,r,
165078481,53048,1573657326,core,viewed,course,,,2060,,N;,r,
165733617,53638,1573949768,core,viewed,course,,,2060,,N;,r,
165420395,53761,1573759395,core,viewed,course,,,2060,,N;,r,
164984969,54065,1573611065,mod_quiz,viewed,course_module,12841.0,quiz,2060,,N;,r,12841.0
164851075,54662,1573585415,core,viewed,course,,,2060,,N;,r,
164885101,54701,1573594795,core,viewed,course,,,2060,,N;,r,
164887307,54786,1573595295,core,viewed,course,,,2060,,N;,r,
165713269,54819,1573932259,core,viewed,course,,,2060,,N;,r,
165632476,54842,1573860292,core,viewed,course,,,2060,,N;,r,
164853727,54844,1573586141,core,viewed,course,,,2060,,N;,r,
165070862,55057,1573655201,core,viewed,course,,,2060,,N;,r,
164923134,55446,1573601391,core,viewed,course,,,2060,,N;,r,
164848245,55760,1573584671,core,viewed,course,,,2060,,N;,r,
165047349,55855,1573649406,core,viewed,course,,,2060,,N;,r,
166651136,56110,1574342919,core,viewed,course,,,2060,,N;,r,
168715955,56157,1575420837,core,viewed,course,,,2060,,N;,r,
166319353,56209,1574214466,core,viewed,course,,,2060,,N;,r,
165868015,56353,1574083525,core,viewed,course,,,2060,,N;,r,
167243985,56481,1574701354,core,viewed,course,,,2060,,N;,r,
165716923,56518,1573935649,core,viewed,course,,,2060,,N;,r,
165027292,56611,1573643091,core,viewed,course,,,2060,,N;,r,
166167428,56764,1574183204,core,viewed,course,,,2060,,N;,r,
164888436,56898,1573595535,core,viewed,course,,,2060,,N;,r,
165733850,57054,1573949963,core,viewed,course,,,2060,,N;,r,
165684411,57481,1573906580,core,viewed,course,,,2060,,N;,r,
164911333,57493,1573599601,core,viewed,course,,,2060,,N;,r,
165943691,62576,1574104730,core,viewed,course,,,2060,,N;,r,
164933847,63641,1573602907,core,viewed,course,,,2060,,N;,r,
165648807,63835,1573867296,core,viewed,course,,,2060,,N;,r,
166316112,63844,1574213678,core,viewed,course,,,2060,,N;,r,
165029773,64005,1573644149,core,viewed,course,,,2060,,N;,r,
165795893,64386,1574025006,core,viewed,course,,,2060,,N;,r,
165199516,65135,1573685205,core,viewed,course,,,2060,,N;,r,
164943253,65190,1573604351,core,viewed,course,,,2060,,N;,r,
165502160,65406,1573777177,core,viewed,course,,,2060,,N;,r,
165900911,65416,1574093485,core,viewed,course,,,2060,,N;,r,
165202227,65468,1573685598,core,viewed,course,,,2060,,N;,r,
166303879,66089,1574211127,core,viewed,course,,,2060,,N;,r,
165812614,66402,1574035832,core,viewed,course,,,2060,,N;,r,
166017235,66473,1574120864,core,viewed,course,,,2060,,N;,r,
165573931,66525,1573825331,mod_quiz,viewed,course_module,12841.0,quiz,2060,,N;,r,12841.0
164855879,66905,1573586713,core,viewed,course,,,2060,,N;,r,
166295176,66983,1574209424,core,viewed,course,,,2060,,N;,r,
165814218,67219,1574036825,core,viewed,course,,,2060,,N;,r,
165960794,67426,1574110038,core,viewed,course,,,2060,,N;,r,
166322974,67540,1574215336,core,viewed,course,,,2060,,N;,r,
165711527,67568,1573930775,core,viewed,course,,,2060,,N;,r,
165535612,68417,1573786094,core,viewed,course,,,2060,,N;,r,
165017150,68770,1573638014,core,viewed,course,,,2060,,N;,r,
164905900,68837,1573598700,core,viewed,course,,,2060,,N;,r,
164848449,68944,1573584733,mod_forum,viewed,discussion,101845.0,forum_discussions,2060,,N;,r,
165116394,69536,1573667670,core,viewed,course,,,2060,,N;,r,
165208584,69577,1573686529,core,viewed,course,,,2060,,N;,r,
164905967,69681,1573598709,core,viewed,course,,,2060,,N;,r,
165355246,70215,1573742579,core,viewed,course,,,2060,,N;,r,
164999893,71539,1573614357,core,viewed,course,,,2060,,N;,r,
165047737,72499,1573649511,core,viewed,course,,,2060,,N;,r,
164937207,72639,1573603416,core,viewed,course,,,2060,,N;,r,
164977145,73047,1573609521,core,viewed,course,,,2060,,N;,r,
165733886,73065,1573949996,mod_quiz,viewed,course_module,12841.0,quiz,2060,,N;,r,12841.0
165494601,73113,1573775561,core,viewed,course,,,2060,,N;,r,
165489577,73117,1573774445,core,viewed,course,,,2060,,N;,r,
166033254,73507,1574123879,core,viewed,course,,,2060,,N;,r,
167124288,73702,1574614624,core,viewed,course,,,2060,,N;,r,
164907077,73829,1573598879,core,viewed,course,,,2060,,N;,r,
166138713,74271,1574175125,core,viewed,course,,,2060,,N;,r,
166202701,74708,1574191037,core,viewed,course,,,2060,,N;,r,
165102381,74804,1573664105,core,viewed,course,,,2060,,N;,r,
164884283,75119,1573594573,core,viewed,course,,,2060,,N;,r,
164873541,75271,1573591551,core,viewed,course,,,2060,,N;,r,
164983406,75858,1573610787,core,viewed,course,,,2060,,N;,r,
166169012,75943,1574183598,core,viewed,course,,,2060,,N;,r,
164993233,76227,1573612918,core,viewed,course,,,2060,,N;,r,
166143298,77144,1574176565,core,viewed,course,,,2060,,N;,r,
164911681,77816,1573599654,core,viewed,course,,,2060,,N;,r,
165271856,77885,1573697095,core,viewed,course,,,2060,,N;,r,
164869519,77895,1573590410,core,viewed,course,,,2060,,N;,r,
165806664,78188,1574032341,core,viewed,course,,,2060,,N;,r,
165813785,78197,1574036528,core,viewed,course,,,2060,,N;,r,
165024002,78449,1573641260,core,viewed,course,,,2060,,N;,r,
165157944,78557,1573677206,core,viewed,course,,,2060,,N;,r,
164968003,78600,1573607599,core,viewed,course,,,2060,,N;,r,
164898159,78644,1573597367,core,viewed,course,,,2060,,N;,r,
165223603,78939,1573688958,core,viewed,course,,,2060,,N;,r,
166336466,79162,1574219354,core,viewed,course,,,2060,,N;,r,
166261312,79184,1574204593,core,viewed,course,,,2060,,N;,r,
165637100,79302,1573862308,core,viewed,course,,,2060,,N;,r,
165042076,79329,1573647959,core,viewed,course,,,2060,,N;,r,
166233998,79365,1574199794,core,viewed,course,,,2060,,N;,r,
165874400,79433,1574085180,mod_quiz,viewed,course_module,12841.0,quiz,2060,,N;,r,12841.0
165373837,79476,1573749269,core,viewed,course,,,2060,,N;,r,
165729081,79488,1573946547,core,viewed,course,,,2060,,N;,r,
164855490,79617,1573586610,core,viewed,course,,,2060,,N;,r,
164885353,79654,1573594867,core,viewed,course,,,2060,,N;,r,
165009992,79673,1573621851,core,viewed,course,,,2060,,N;,r,
164945118,79877,1573604646,core,viewed,course,,,2060,,N;,r,
165732741,80036,1573949069,core,viewed,course,,,2060,,N;,r,
164953522,80606,1573605157,core,viewed,course,,,2060,,N;,r,
165049107,80636,1573649882,core,viewed,course,,,2060,,N;,r,
164855403,80714,1573586585,core,viewed,course,,,2060,,N;,r,
164979912,80818,1573610070,core,viewed,course,,,2060,,N;,r,
164899549,80820,1573597614,core,viewed,course,,,2060,,N;,r,
164865163,81087,1573589202,core,viewed,course,,,2060,,N;,r,
165164148,81336,1573678840,core,viewed,course,,,2060,,N;,r,
164924615,81424,1573601592,core,viewed,course,,,2060,,N;,r,
166061015,81865,1574130709,core,viewed,course,,,2060,,N;,r,
164976905,82704,1573609478,core,viewed,course,,,2060,,N;,r,
164906604,82782,1573598801,core,viewed,course,,,2060,,N;,r,
165755049,82837,1573989455,core,viewed,course,,,2060,,N;,r,
165602159,82858,1573844660,core,viewed,course,,,2060,,N;,r,
164883560,83245,1573594399,core,viewed,course,,,2060,,N;,r,
164938813,83639,1573603674,core,viewed,course,,,2060,,N;,r,
166252307,84214,1574203318,core,viewed,course,,,2060,,N;,r,
165033362,84620,1573645250,core,viewed,course,,,2060,,N;,r,
165712319,84637,1573931460,core,viewed,course,,,2060,,N;,r,
166256966,84697,1574204100,core,viewed,course,,,2060,,N;,r,
166035979,84794,1574124460,core,viewed,course,,,2060,,N;,r,
166212283,84892,1574193658,core,viewed,course,,,2060,,N;,r,
165801543,85095,1574028903,core,viewed,course,,,2060,,N;,r,
164912667,85447,1573599802,core,viewed,course,,,2060,,N;,r,
165942367,85581,1574104365,core,viewed,course,,,2060,,N;,r,
165971960,85720,1574113210,core,viewed,course,,,2060,,N;,r,
166320109,86221,1574214648,core,viewed,course,,,2060,,N;,r,
164881088,86378,1573593784,core,viewed,course,,,2060,,N;,r,
165361217,86384,1573744670,core,viewed,course,,,2060,,N;,r,
164875086,86581,1573592004,core,viewed,course,,,2060,,N;,r,
164990955,86725,1573612354,core,viewed,course,,,2060,,N;,r,
164968700,86836,1573607736,core,viewed,course,,,2060,,N;,r,
164983127,86889,1573610724,core,viewed,course,,,2060,,N;,r,
166203811,87127,1574191303,core,viewed,course,,,2060,,N;,r,
166182770,87188,1574186746,core,viewed,course,,,2060,,N;,r,
164869275,87396,1573590326,core,viewed,course,,,2060,,N;,r,
165294164,87398,1573702089,core,viewed,course,,,2060,,N;,r,
164986188,87400,1573611329,core,viewed,course,,,2060,,N;,r,
164893916,87415,1573596613,core,viewed,course,,,2060,,N;,r,
167308158,87424,1574719905,core,viewed,course,,,2060,,N;,r,
164919152,87428,1573600793,core,viewed,course,,,2060,,N;,r,
164893511,87442,1573596546,core,viewed,course,,,2060,,N;,r,
166046688,87460,1574126721,core,viewed,course,,,2060,,N;,r,
165125153,87465,1573670088,core,viewed,course,,,2060,,N;,r,
165348622,87479,1573740638,core,viewed,course,,,2060,,N;,r,
165868232,87488,1574083551,core,viewed,course,,,2060,,N;,r,
165551367,87493,1573803393,core,viewed,course,,,2060,,N;,r,
165039132,87495,1573647056,core,viewed,course,,,2060,,N;,r,
166470831,87537,1574273821,core,viewed,course,,,2060,,N;,r,
165031934,87543,1573644825,core,viewed,course,,,2060,,N;,r,
165345769,87553,1573739748,core,viewed,course,,,2060,,N;,r,
165054107,87577,1573651388,core,viewed,course,,,2060,,N;,r,
166096077,87629,1574163192,core,viewed,course,,,2060,,N;,r,
169395433,87635,1575889464,core,viewed,course,,,2060,,N;,r,
168439311,87642,1575315239,core,viewed,course,,,2060,,N;,r,
166036796,87647,1574124605,core,viewed,course,,,2060,,N;,r,
164960367,87687,1573606259,core,viewed,course,,,2060,,N;,r,
165234678,87696,1573690694,core,viewed,course,,,2060,,N;,r,
166139239,87714,1574175263,core,viewed,course,,,2060,,N;,r,
165629494,87716,1573858863,core,viewed,course,,,2060,,N;,r,
166239773,87730,1574201061,core,viewed,course,,,2060,,N;,r,
164852322,87732,1573585770,core,viewed,course,,,2060,,N;,r,
165513563,87748,1573779872,core,viewed,course,,,2060,,N;,r,
168700985,87754,1575418512,core,viewed,course,,,2060,,N;,r,
166161263,87758,1574181683,core,viewed,course,,,2060,,N;,r,
165029516,87798,1573644045,core,viewed,course,,,2060,,N;,r,
165678957,87806,1573899721,core,viewed,course,,,2060,,N;,r,
165075864,87830,1573656570,core,viewed,course,,,2060,,N;,r,
165101442,87845,1573663824,core,viewed,course,,,2060,,N;,r,
166272152,87857,1574206327,core,viewed,course,,,2060,,N;,r,
166157448,87862,1574180662,core,viewed,course,,,2060,,N;,r,
165037315,87869,1573646458,core,viewed,course,,,2060,,N;,r,
164896232,87882,1573597024,core,viewed,course,,,2060,,N;,r,
164848478,87899,1573584741,core,viewed,course,,,2060,,N;,r,
167533154,87901,1574806206,core,viewed,course,,,2060,,N;,r,
164935331,87911,1573603121,core,viewed,course,,,2060,,N;,r,
166196499,87937,1574189548,core,viewed,course,,,2060,,N;,r,
166312811,87943,1574212944,core,viewed,course,,,2060,,N;,r,
166006678,87949,1574119060,core,viewed,course,,,2060,,N;,r,
166226948,87963,1574198133,core,viewed,course,,,2060,,N;,r,
165326362,87969,1573733706,core,viewed,course,,,2060,,N;,r,
164965146,87977,1573607066,core,viewed,course,,,2060,,N;,r,
